clip_id,frame_number,label,session_id,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62
0,0,0,5ee1e651,0.5841958522796631,0.7164971828460693,-4.0182865745919116e-07,0.5143101811408997,0.6807438135147095,0.003161352826282382,0.46022146940231323,0.6150569319725037,0.0038190253544598818,0.4224083423614502,0.5589189529418945,-0.005757911596447229,0.41514959931373596,0.49428126215934753,-0.012364544905722141,0.5168301463127136,0.5082599520683289,0.06063978746533394,0.4866613745689392,0.4437004327774048,0.045345332473516464,0.4476698935031891,0.44243448972702026,0.023374272510409355,0.425648957490921,0.4627365469932556,0.009704815223813057,0.5357389450073242,0.48921170830726624,0.0439772866666317,0.5062130093574524,0.4005727767944336,0.026208117604255676,0.4563426971435547,0.4058125913143158,0.003950719255954027,0.42771464586257935,0.4445686936378479,-0.007509076036512852,0.5548272132873535,0.480032742023468,0.020399918779730797,0.5277425050735474,0.38681870698928833,0.00513469148427248,0.47321081161499023,0.3947773575782776,-0.007214801851660013,0.44333717226982117,0.4340943992137909,-0.01132645271718502,0.5711930990219116,0.4803588092327118,-0.005204709246754646,0.5411065816879272,0.40121880173683167,-0.01460822019726038,0.49294471740722656,0.39437323808670044,-0.019526172429323196,0.4604717493057251,0.4199531674385071,-0.0207944568246603
0,1,0,5ee1e651,0.5865898728370667,0.7170171737670898,-4.090975380677264e-07,0.5140933990478516,0.680862545967102,0.005036004353314638,0.4604581594467163,0.613010823726654,0.007100036833435297,0.42362260818481445,0.556498110294342,-0.0013831468531861901,0.4173697233200073,0.49230876564979553,-0.006947273854166269,0.5186245441436768,0.505362868309021,0.06341982632875443,0.4878295063972473,0.4436657726764679,0.04964715242385864,0.4488889276981354,0.4425699710845947,0.029085902497172356,0.4280112385749817,0.4633273184299469,0.016463831067085266,0.5384376645088196,0.48704224824905396,0.04599248245358467,0.5086945295333862,0.4009198546409607,0.02935119904577732,0.4589683711528778,0.40541934967041016,0.00860277097672224,0.4304732382297516,0.44325101375579834,-0.0013405466452240944,0.5581864714622498,0.47898051142692566,0.021725241094827652,0.5299829840660095,0.38890933990478516,0.006522519048303366,0.4750140309333801,0.3950338363647461,-0.00431253295391798,0.4443161189556122,0.4314141273498535,-0.006851940881460905,0.5740571022033691,0.4806573987007141,-0.004418473690748215,0.5420601963996887,0.40328121185302734,-0.014441540464758873,0.4928053021430969,0.3944500684738159,-0.01867779530584812,0.4590991735458374,0.4174014925956726,-0.018791766837239265
0,2,0,5ee1e651,0.5846980214118958,0.7186680436134338,-3.954688736484968e-07,0.5139950513839722,0.6831768751144409,0.0028116207104176283,0.46062779426574707,0.6136467456817627,0.003686136333271861,0.4243755340576172,0.5569688081741333,-0.0053289481438696384,0.41735225915908813,0.4933202564716339,-0.011177653446793556,0.5178361535072327,0.5047170519828796,0.05778781324625015,0.48790213465690613,0.4402807056903839,0.04198020324110985,0.4491567611694336,0.43952444195747375,0.020929420366883278,0.42881304025650024,0.4618789553642273,0.00845553632825613,0.5374816060066223,0.48695191740989685,0.04138368368148804,0.508512020111084,0.3983294665813446,0.02343297377228737,0.45913174748420715,0.40290194749832153,0.0032586059533059597,0.43190014362335205,0.44120681285858154,-0.006039949133992195,0.5575198531150818,0.4796368181705475,0.018125833943486214,0.5305487513542175,0.387271523475647,0.0021066097542643547,0.4762064218521118,0.39307427406311035,-0.008336610160768032,0.4467657208442688,0.4300954043865204,-0.010420192964375019,0.5745570659637451,0.4824778735637665,-0.007169988472014666,0.5438312292098999,0.40311533212661743,-0.017606472596526146,0.4958741366863251,0.39334836602211,-0.02180209755897522,0.46375399827957153,0.4157463014125824,-0.021751798689365387
0,3,0,5ee1e651,0.5880836844444275,0.7210667133331299,-4.060123046656372e-07,0.513793408870697,0.684991180896759,0.0057729696854949,0.45982417464256287,0.6141753196716309,0.008822523057460785,0.42346274852752686,0.556323230266571,0.0012827065074816346,0.41599133610725403,0.49249687790870667,-0.00337432068772614,0.5172590017318726,0.5077074766159058,0.0636361613869667,0.48653069138526917,0.4464107155799866,0.050078850239515305,0.4473678171634674,0.44501614570617676,0.029744988307356834,0.4261198937892914,0.4660174250602722,0.017307961359620094,0.537760317325592,0.48850348591804504,0.04585445299744606,0.5076625943183899,0.40215498208999634,0.03012627176940441,0.4575233459472656,0.4045129120349884,0.009959136135876179,0.4289935529232025,0.44156214594841003,8.510718180332333e-05,0.5579968690872192,0.480702668428421,0.021224912256002426,0.5301801562309265,0.39006906747817993,0.006566761992871761,0.4746715724468231,0.39374053478240967,-0.004388610832393169,0.44404447078704834,0.42923659086227417,-0.0072859954088926315,0.5740862488746643,0.4831356704235077,-0.005282360594719648,0.5431385040283203,0.4046798348426819,-0.015437901951372623,0.4933824837207794,0.3943002223968506,-0.020283078774809837,0.459423303604126,0.4167310893535614,-0.020961711183190346
0,4,0,5ee1e651,0.5864089727401733,0.7217540740966797,-3.954030773911654e-07,0.5139811635017395,0.6852411031723022,0.004431539215147495,0.4608142375946045,0.6153979301452637,0.006401711609214544,0.42508941888809204,0.5569165945053101,-0.0019302977016195655,0.4158751964569092,0.4928947389125824,-0.007247380446642637,0.5173907279968262,0.5062050819396973,0.06183653324842453,0.48755237460136414,0.44175487756729126,0.046991977840662,0.44890716671943665,0.4412855803966522,0.025563368573784828,0.42727187275886536,0.46280500292778015,0.01247883215546608,0.5370614528656006,0.4876548945903778,0.04478132352232933,0.5074963569641113,0.39981943368911743,0.027619048953056335,0.4582160413265228,0.40441036224365234,0.006246285513043404,0.4302734434604645,0.44246846437454224,-0.004385150037705898,0.5567423701286316,0.4797764718532562,0.02085951901972294,0.5293534994125366,0.38731032609939575,0.005902496632188559,0.47552555799484253,0.3930257260799408,-0.005524764768779278,0.44597527384757996,0.4303739070892334,-0.00886478740721941,0.5740653276443481,0.4815627634525299,-0.005061527248471975,0.5441973209381104,0.40237346291542053,-0.014448199421167374,0.49705013632774353,0.39239609241485596,-0.01900450885295868,0.46489208936691284,0.41429418325424194,-0.019713370129466057
0,5,0,5ee1e651,0.5880566835403442,0.720049262046814,-4.062211473865318e-07,0.5147351026535034,0.6830490827560425,0.005029614083468914,0.45965898036956787,0.6144492626190186,0.007896979339420795,0.42243117094039917,0.5577442049980164,0.00018214801093563437,0.41377151012420654,0.4943135380744934,-0.004826049320399761,0.5158358812332153,0.5078299641609192,0.06441248208284378,0.4862067699432373,0.4463026225566864,0.05077310651540756,0.44746914505958557,0.4449467957019806,0.02966851368546486,0.42452526092529297,0.4639102518558502,0.016406018286943436,0.5356011390686035,0.48864975571632385,0.04694835841655731,0.5058079957962036,0.40335506200790405,0.03015398420393467,0.45609819889068604,0.407772421836853,0.00854992214590311,0.42667198181152344,0.4447612762451172,-0.0023364443331956863,0.5553309917449951,0.48048341274261475,0.022530056536197662,0.5268372893333435,0.39137694239616394,0.0067446548491716385,0.4717719554901123,0.39832696318626404,-0.005345755256712437,0.44033190608024597,0.4346638023853302,-0.008848312310874462,0.5716545581817627,0.48223650455474854,-0.0037208287976682186,0.5399911999702454,0.4037511944770813,-0.014001957140862942,0.49070027470588684,0.395950585603714,-0.01876780018210411,0.45642513036727905,0.41997018456459045,-0.019547371193766594
0,6,0,5ee1e651,0.5847356915473938,0.7206463813781738,-3.685128149299999e-07,0.5144695043563843,0.6833592653274536,0.0028462985064834356,0.4611998498439789,0.6161398887634277,0.0033036840613931417,0.4245830178260803,0.5587928891181946,-0.0063614509999752045,0.41543444991111755,0.4939853250980377,-0.012930120341479778,0.5176363587379456,0.5067676305770874,0.05934256687760353,0.4887164235115051,0.4404592216014862,0.043939344584941864,0.45038115978240967,0.4384506344795227,0.02260437048971653,0.4289463758468628,0.4588889479637146,0.009544872678816319,0.5367758274078369,0.4892292022705078,0.042686477303504944,0.5092942714691162,0.3994756042957306,0.025131605565547943,0.45988428592681885,0.40371033549308777,0.004277282394468784,0.4317626357078552,0.4419925808906555,-0.006043611094355583,0.5559982657432556,0.481727659702301,0.019055716693401337,0.5297051668167114,0.38896453380584717,0.0035319733433425426,0.4750138223171234,0.39624935388565063,-0.007511396426707506,0.44459182024002075,0.43467003107070923,-0.01053096354007721,0.5723823308944702,0.4835466742515564,-0.006664813030511141,0.5417357683181763,0.4050811529159546,-0.016635902225971222,0.4934988021850586,0.39727675914764404,-0.021120011806488037,0.46020078659057617,0.4210900068283081,-0.021747898310422897
0,7,0,5ee1e651,0.587579071521759,0.7237080335617065,-4.260838863956451e-07,0.5159018635749817,0.6895498037338257,0.0029858944471925497,0.4604814648628235,0.6181743144989014,0.004498402122408152,0.4228602945804596,0.5609254240989685,-0.004040639381855726,0.4152504503726959,0.49665021896362305,-0.009535879828035831,0.515397310256958,0.507660984992981,0.05923660844564438,0.48456549644470215,0.4476217031478882,0.043545760214328766,0.44566524028778076,0.44869258999824524,0.022130239754915237,0.42407748103141785,0.4704887568950653,0.009161466732621193,0.5358142852783203,0.4892053008079529,0.04237319156527519,0.5050992369651794,0.4049660563468933,0.024095401167869568,0.45551425218582153,0.41064852476119995,0.003377102315425873,0.42677855491638184,0.4486760199069977,-0.006200762465596199,0.5564734935760498,0.4824002683162689,0.018521612510085106,0.5279441475868225,0.3935557007789612,0.001493773888796568,0.4727984368801117,0.40004318952560425,-0.009386919438838959,0.44144195318222046,0.4358222484588623,-0.011428488418459892,0.5736778974533081,0.48609018325805664,-0.007343583274632692,0.5422870516777039,0.4074587821960449,-0.01902962662279606,0.4931265115737915,0.39753448963165283,-0.023857712745666504,0.45899176597595215,0.4190925359725952,-0.02400791458785534
0,8,0,5ee1e651,0.5857003927230835,0.7238813638687134,-3.9646934624215646e-07,0.5152184367179871,0.6882494688034058,0.0023008938878774643,0.46193450689315796,0.6187924742698669,0.0028578126803040504,0.4253743290901184,0.5617659091949463,-0.006374167278409004,0.41577503085136414,0.4978069067001343,-0.012304484844207764,0.5172877311706543,0.507041871547699,0.05666859447956085,0.4874483644962311,0.4419645369052887,0.04024632275104523,0.4485740661621094,0.4429020583629608,0.018792716786265373,0.42772606015205383,0.46583861112594604,0.005988786928355694,0.536718487739563,0.48964923620224,0.040352411568164825,0.5074793696403503,0.4010090231895447,0.022002261132001877,0.45793965458869934,0.4068489074707031,0.001662432448938489,0.4305870831012726,0.4455569088459015,-0.007914681918919086,0.5566419363021851,0.48310208320617676,0.01714664325118065,0.5294650793075562,0.3900524377822876,0.0009280404774472117,0.47476521134376526,0.3977586030960083,-0.0093455258756876,0.4451739490032196,0.43545210361480713,-0.01143478974699974,0.573685348033905,0.48672786355018616,-0.008166990242898464,0.5430519580841064,0.40670010447502136,-0.018664268776774406,0.4948308765888214,0.39868098497390747,-0.02275071293115616,0.4625222682952881,0.4220861494541168,-0.022702312096953392
0,9,0,5ee1e651,0.586798906326294,0.7238374352455139,-4.1565940023247094e-07,0.5151168704032898,0.6875953078269958,0.0025273591745644808,0.46079814434051514,0.6179184913635254,0.003165469504892826,0.4232594966888428,0.5614473223686218,-0.006301993038505316,0.4148748517036438,0.49733129143714905,-0.012707325629889965,0.5167196989059448,0.5083467364311218,0.058392517268657684,0.4861006438732147,0.4471641778945923,0.04194202646613121,0.4468701481819153,0.44850826263427734,0.020098570734262466,0.42568087577819824,0.47142294049263,0.007026149425655603,0.5366147756576538,0.4896535575389862,0.041712403297424316,0.5061722993850708,0.40370553731918335,0.023204775527119637,0.45593827962875366,0.41007769107818604,0.00263295229524374,0.42778992652893066,0.44875264167785645,-0.006926547270268202,0.5567790269851685,0.48242247104644775,0.017970126122236252,0.5284593105316162,0.39176011085510254,0.0008920565014705062,0.47283971309661865,0.39971303939819336,-0.009781306609511375,0.4424981474876404,0.4372790455818176,-0.011731892824172974,0.5734047293663025,0.4857363700866699,-0.007827206514775753,0.5421692728996277,0.40609973669052124,-0.0192140880972147,0.4925420880317688,0.3979462683200836,-0.023616977035999298,0.45885536074638367,0.4221315085887909,-0.02352883107960224
